date,NDVI,LST_Day_C,LST_Night_C,LST_DTR,rainfall_mm_8day,ET_mm8day,PET_mm8day,ET_stress,month,doy,NDVI_lag1,NDVI_lag2,NDVI_pred_real,NDVI_pred_extreme
2016-06-01,0.7565284294615796,33.06082037042338,25.00077916530208,8.061176520981785,31.99756979630017,25.24706774519717,50.004600606673414,0.508690724428646,6,153,0.701449872358702,0.6722886165570195,0.7119198319334354,0.7122467821680396
2016-06-09,0.7664269047447029,35.25687279674795,25.429338724886797,9.443815620263326,88.82236228359272,19.203129513721716,40.062012518054885,0.48483900163058374,6,161,0.7565284294615796,0.701449872358702,0.7766324345266472,0.7769122608203372
2016-08-20,0.8346922688070133,30.410037423571488,25.67219540732579,5.117954287966956,116.50123824431306,38.48801498127341,49.91722846441947,0.766893316272016,8,233,0.7664269047447029,0.7565284294615796,0.7852005442348378,0.7850718892126629
2016-08-28,0.8438219285696004,30.553412001073312,25.13413991054796,5.415872927517037,133.38419129352235,33.014754098360655,43.368852459016395,0.7554163588659226,8,241,0.8346922688070133,0.7664269047447029,0.8446981330513278,0.8436530451035288
2016-09-13,0.7573368853606923,29.883753488543345,24.524532121042423,7.067374364270617,41.653152016629804,34.42490118577075,47.16482213438736,0.7264315131694636,9,257,0.8438219285696004,0.8346922688070133,0.8447774213304263,0.8439605113050977
2016-09-29,0.8352484859188161,28.85447800293073,24.006437709898616,4.848040293032117,39.08742890059956,35.10401396160559,44.93630017452007,0.7749093376190035,9,273,0.7573368853606923,0.8438219285696004,0.7884979518307984,0.7874754153846018
2016-10-07,0.8410990427943164,27.012427013573685,19.54206016433487,7.991826430525238,35.39454222401088,31.2461320754717,43.79575471698113,0.7097639518072414,10,281,0.8352484859188161,0.7573368853606923,0.8444950644643263,0.844034969994944
2016-10-15,0.8595043250530765,28.80137919579707,22.427132284098807,6.374246911698264,0.008241123037589284,31.497907949790793,48.27158030254265,0.6532259023457949,10,289,0.8410990427943164,0.8352484859188161,0.8425086148172258,0.8425100230462561
2016-10-23,0.8556034583765141,27.667502003130394,20.928999465216254,6.73850253791414,20.484817456260284,30.254576910978297,41.10638565586663,0.7349329227859307,10,297,0.8595043250530765,0.8410990427943164,0.8568733539233295,0.8559092405802889
2016-10-31,0.8558882576694792,28.33507672319524,20.54019618961752,7.794880533577716,30.68514782113045,27.63788798920378,37.45698380566802,0.7363510517440455,10,305,0.8556034583765141,0.8595043250530765,0.8525653488030268,0.8524921409086752
2016-11-08,0.8346060496624136,27.309352866930965,17.79883828880591,9.510514578125056,0.012886126409667242,23.76896024464832,33.28847094801223,0.7147396917190488,11,313,0.8558882576694792,0.8556034583765141,0.8519941167220236,0.852443881801397
2016-11-16,0.8375668562682693,26.836372680446583,15.737764773272641,11.098607907173943,0.016884231301170387,20.199294532627867,34.36077601410935,0.5925000646846486,11,321,0.8346060496624136,0.8558882576694792,0.8299685557607145,0.8294749022007735
2016-11-24,0.8089042927426606,26.876769977481135,15.714824401385599,11.161945576095535,0.6685461410436373,21.76170278637771,31.515510835913314,0.6920192293295806,11,329,0.8375668562682693,0.8346060496624136,0.8302190170370733,0.8298892039870482
2016-12-02,0.822483042019312,26.280296501567445,16.166745802716413,10.113550698851032,0.2739151983096555,21.103441682600383,32.18218610579987,0.657523748964401,12,337,0.8089042927426606,0.8375668562682693,0.803850719232735,0.8044449684670104
2016-12-10,0.8175181750259997,25.910289195352664,13.245611425121112,12.66467777023155,0.2212221841226538,20.491636690647482,31.850149880095923,0.646135506528438,12,345,0.822483042019312,0.8089042927426606,0.8103152286434705,0.8074966971547671
2016-12-18,0.793608324441628,25.538821907695873,14.404898078897094,11.13392382879878,0.007455620153508248,18.493235117257967,29.588695129284424,0.6299370334367591,12,353,0.8175181750259997,0.822483042019312,0.8098051107799171,0.8073777269227493
2016-12-26,0.7571133356546802,26.296413003175427,15.555742242132627,10.770067110684131,0.1868768601954958,16.984433113377325,25.389262147570488,0.6821323862892664,12,361,0.793608324441628,0.8175181750259997,0.7870510571552122,0.7915118445401033
