date,year,month,doy,lon,lat,NDVI,EVI,NDWI,NDMI,LST_Day_C,LST_Night_C,LST_DTR,ET_mm8day,LE_MJm2day,PET_mm8day,ET_stress,GPP_gCm2_8day,PsnNet_gCm2_8day,rainfall_mm_8day
2022-01-09,2022,1,8,86.44753326912902,22.02304971133235,0.794031597425395,0.509460880012014,-0.7090301003344481,0.2465948363488514,23.722608026310837,15.630000000000052,7.519999999999982,17.5,0.0538,26.700000000000003,0.6554307116104868,36.6,29.8,1.945333474724968
2022-01-09,2022,1,8,86.44478935216695,22.01855310837105,0.7913533834586466,0.4759930655008668,-0.7212522576760987,0.2501093135111499,23.727770475669942,15.630000000000052,7.519999999999982,12.600000000000001,0.0388,22.8,0.5526315789473685,37.900000000000006,29.400000000000002,1.9701328740486603
2022-01-09,2022,1,8,86.44963972950842,22.01855310837105,0.794031597425395,0.509460880012014,-0.7090301003344481,0.2465948363488514,23.729236821329103,15.630000000000052,7.519999999999982,14.700000000000001,0.0451,23.1,0.6363636363636364,30.4,21.1,1.9158251600196285
2022-01-09,2022,1,8,86.4544901068499,22.01855310837105,0.7909542195256482,0.5234149724422382,-0.7216330858960763,0.23860385275605567,23.73069561246544,15.630000000000052,7.519999999999983,17.6,0.0539,24.3,0.7242798353909465,38.900000000000006,29.8,1.861517445990438
2022-01-09,2022,1,8,86.29653943914795,22.01405650540975,0.829901521933751,0.510144183145614,-0.7635893011216565,0.252195221564223,23.684034003491725,15.630000000000052,7.519999999999982,20.900000000000002,0.06430000000000001,26.6,0.7857142857142857,51.2,35.7,3.6232350888463425
2022-01-09,2022,1,8,86.44204614178415,22.01405650540975,0.8199052132701423,0.5030532131433558,-0.7489325362937659,0.27389591540534935,23.732895340796556,15.63000000000005,7.519999999999982,17.400000000000002,0.0534,24.3,0.7160493827160495,34.2,16.8,1.99489278283135
2022-01-09,2022,1,8,86.44689636520535,22.01405650540975,0.8248131539611361,0.5182193839218633,-0.734090909090909,0.2706078268109909,23.734394632842253,15.63000000000005,7.519999999999982,17.400000000000002,0.0533,24.3,0.7160493827160495,32.6,19.400000000000002,1.9406147059642471
2022-01-09,2022,1,8,86.45174658862655,22.01405650540975,0.8248131539611361,0.5182193839218633,-0.734090909090909,0.2706078268109909,23.73588625838404,15.630000000000054,7.519999999999982,20.6,0.0632,26.0,0.7923076923076924,33.9,12.0,1.8863366290971442
2022-01-09,2022,1,8,86.45659681204776,22.01405650540975,0.8169431279620855,0.5189673340358273,-0.7445961319681457,0.2520922637272913,23.737370276074994,15.630000000000054,7.519999999999982,17.5,0.0536,24.400000000000002,0.7172131147540983,40.800000000000004,28.5,1.8320585522298822
2022-01-09,2022,1,8,86.46144703546896,22.01405650540975,0.8179215574005153,0.5270050911237365,-0.7316607581128988,0.23468792533540736,23.738846743971404,15.630000000000054,7.519999999999983,17.400000000000002,0.0534,24.200000000000003,0.71900826446281,30.900000000000002,21.9,1.7777804753627795
2022-01-09,2022,1,8,86.2938015516623,22.00955990244845,0.8191358024691359,0.48993908067195874,-0.7520808561236623,0.26943786345035536,23.688067869712782,15.630000000000052,7.519999999999982,21.400000000000002,0.06570000000000001,26.900000000000002,0.7955390334572491,33.9,12.5,3.6470664720103807
2022-01-09,2022,1,8,86.29865162120288,22.00955990244845,0.8191358024691359,0.48993908067195874,-0.7520808561236623,0.26943786345035536,23.689864557151584,15.630000000000052,7.519999999999982,21.400000000000002,0.0658,26.900000000000002,0.7955390334572491,33.9,12.5,3.5928180300900685
2022-01-09,2022,1,8,86.30350169074345,22.00955990244845,0.8166069295101553,0.5104365034912812,-0.7317767653758541,0.25973487986744004,23.691651375779298,15.630000000000052,7.519999999999983,19.8,0.060700000000000004,26.0,0.7615384615384616,51.2,35.7,3.5385695881699144
2022-01-09,2022,1,8,86.34715231660861,22.00955990244845,0.8006964907581033,0.536798247189397,-0.7306900102986611,0.2719016083254494,23.70730173959883,15.63000000000005,7.519999999999982,18.8,0.0577,27.5,0.6836363636363637,37.3,29.8,3.0503336108877344
2022-01-09,2022,1,8,86.35200238614918,22.00955990244845,0.8006964907581033,0.536798247189397,-0.7306900102986611,0.2719016083254494,23.708994187676733,15.630000000000054,7.519999999999983,17.6,0.054,24.5,0.7183673469387756,31.7,20.800000000000004,2.9960851689675803
2022-01-09,2022,1,8,86.3859528729332,22.00955990244845,0.8051623646960865,0.5233439168711213,-0.7279489904357066,0.2861380264979236,23.720592640030787,15.630000000000052,7.519999999999982,17.400000000000002,0.0533,24.400000000000002,0.7131147540983607,31.7,26.200000000000003,2.6163460755258665
